2024-04-10T17:22:27.961381+00:00;P1;362
2024-04-10T17:22:28.222478+00:00;P2;610
2024-04-10T17:22:28.492310+00:00;P3;262
2024-04-10T17:24:02.693408+00:00;P1;363
2024-04-10T17:24:03.157057+00:00;P2;610
2024-04-10T17:24:03.621032+00:00;P3;262


